_ID,NAME,EMAIL,DESIGNATION,APPROVER,APPROVAL,STATUS,SKILLS,ORGANIZATION,DURATIONINWEEKS,PROJECTNAME,YEARS,SKILLSGAINED,MENTOR,CLIENT,SKILLMODE
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Bell Ltd,43,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Bell Ltd,43,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Flores Group,48,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Flores Group,48,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Flores Group,48,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Flores Group,48,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Duran-Walker,42,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Duran-Walker,42,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Duran-Walker,42,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Duran-Walker,42,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,"Chavez, Smith and Copeland",11,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,"Chavez, Smith and Copeland",11,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,"Chavez, Smith and Copeland",11,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,"Chavez, Smith and Copeland",11,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Bell Ltd,43,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Bell Ltd,43,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Bell Ltd,43,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Bell Ltd,43,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,youtube
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Flores Group,48,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Flores Group,48,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Flores Group,48,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Flores Group,48,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Duran-Walker,42,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Duran-Walker,42,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Duran-Walker,42,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Duran-Walker,42,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,"Chavez, Smith and Copeland",11,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,"Chavez, Smith and Copeland",11,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,"Chavez, Smith and Copeland",11,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,"Chavez, Smith and Copeland",11,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Bell Ltd,43,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Bell Ltd,43,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Bell Ltd,43,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Bell Ltd,43,Snowflake Data Warehouse Migration and Integration,4,Power BI,Chad Houston,Cooper PLC,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Flores Group,48,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Duran-Walker,42,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,"Chavez, Smith and Copeland",11,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Jamie Hopkins,approved,Project Mgmt,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e10,Michael Martinez,fyoung@example.org,Technology Solution Consultant,Michael Martinez,Ryan Sanford,pending,Alteryx,Bell Ltd,43,Creating Interactive Presentations with Slides and React,9,React,James Smith,Byrd-Montoya,previouslyGained
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Donald Summers,approved,Python,Miller LLC,44,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Emily King,pending,ADF,Miller LLC,44,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Donald Summers,approved,Python,Miller LLC,44,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Emily King,pending,ADF,Miller LLC,44,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Donald Summers,approved,Python,"Perry, Russo and Collier",15,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Emily King,pending,ADF,"Perry, Russo and Collier",15,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Donald Summers,approved,Python,"Perry, Russo and Collier",15,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Emily King,pending,ADF,"Perry, Russo and Collier",15,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Donald Summers,approved,Python,"Young, Smith and Robinson",19,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Emily King,pending,ADF,"Young, Smith and Robinson",19,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Donald Summers,approved,Python,"Young, Smith and Robinson",19,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Emily King,pending,ADF,"Young, Smith and Robinson",19,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
6615414ff18a366646f01e14,Scott Lopez,simmonsjohn@example.com,Sr. Software Engineer,Scott Lopez,Donald Summers,approved,Python,Burch-Nguyen,1,Real-time Dashboard Development with Power BI and Snowflake,3,Power BI,Rodney Williams,Howard-Smith,collaborativeLearning
