_id,approver,approval,skills,status
6613cd5a9d949ae738fc896c,Elizabeth Carter,Sarah Vazquez,Alteryx,deny
6613cd5a9d949ae738fc896a,Cameron Adkins,Rachel Olson,AWS Lambda,deny
6613cd5a9d949ae738fc896e,Jonathan Keith,Ryan Sanford,Angular,approved
6613cd5a9d949ae738fc896f,Kerri Cunningham,Kyle Johnson,Power BI,deny
6613cd5a9d949ae738fc8971,Jeremy Reynolds,Danielle Lee,Snowflake,deny
6613cd5a9d949ae738fc8970,Angela Washington,Samantha Evans,PHP,pending
6613cd5a9d949ae738fc8972,Timothy Martin,Debbie Cline,React Native,pending
6613cd5a9d949ae738fc8974,Lynn Rose,Taylor Martin,AWS Lambda,approved
6613cd5a9d949ae738fc8973,Brian Jackson,Samantha Floyd,React Native,deny
6613cd5a9d949ae738fc8975,Jason Barber,Angela King,Power BI,approved
6613cd5a9d949ae738fc8978,John Becker,Christopher Perez,AWS Lambda,deny
6613cd5a9d949ae738fc8979,Timothy Kelly,Eric Burton,ADF,approved
6613cd5a9d949ae738fc8977,John Duran,Dustin Contreras,Power BI,pending
6613cd5a9d949ae738fc8976,Christine Foster,Donna Smith,React,pending
6613cd5a9d949ae738fc897b,Autumn Howell,Gary Combs,Snowflake,approved
6613cd5a9d949ae738fc897a,Miranda Davis,Rebecca Leblanc,AWS,deny
6613cd5a9d949ae738fc897c,Kelly Edwards,Ricky Lopez,React Native,pending
6613cd5a9d949ae738fc897d,John Sullivan,Derek Bond,Presenting,pending
6613cd5a9d949ae738fc8980,Bradley Rogers,Scott Monroe,React Native,approved
6613cd5a9d949ae738fc897e,Ryan Kelly,Leslie Diaz,AWS Lambda,approved
6613cd5a9d949ae738fc8981,Cynthia Walters,Chris Lopez,PHP,approved
6613cd5a9d949ae738fc897f,Tonya Jackson,Scott Lopez,AWS,pending
6613cd5a9d949ae738fc8984,Lucas Olsen,Barry Taylor,Angular,approved
6613cd5a9d949ae738fc8982,John Mcdaniel,Kristen Marsh,Project Mgmt,approved
6613cd5a9d949ae738fc8983,Mary Glover,James Gomez,AWS Lambda,pending
6613cd5a9d949ae738fc8985,Jose Nguyen,Ryan Brown,Alteryx,pending
6613cd5a9d949ae738fc8986,Jamie Rodriguez,Lindsay Sanders,Snowflake,deny
6613cd5a9d949ae738fc8988,Jeffery Henderson,Mr. Joshua Humphrey,Snowflake,deny
6613cd5a9d949ae738fc8989,Brad Lynch,Brad Turner,AWS,pending
6613cd5a9d949ae738fc8987,Brooke Heath,John Mcdaniel,Presenting,approved
6613cd5a9d949ae738fc898b,Christopher Tran,Diana Mcdowell,Presenting,pending
6613cd5a9d949ae738fc898d,Darrell Aguirre,Destiny Haney,Python,pending
6613cd5a9d949ae738fc898a,Scott Morris,Ashley Gray,Power BI,deny
6613cd5a9d949ae738fc898c,Rebecca Bryant,Lucas Olsen,AWS Lambda,pending
6613cd5a9d949ae738fc8991,Jonathan Keith,Kevin Meyers,AWS Lambda,approved
6613cd5a9d949ae738fc898e,Samuel Braun,Theodore Davidson,React Native,pending
6613cd5a9d949ae738fc898f,Benjamin Rodriguez,Matthew Turner,AWS Lambda,pending
6613cd5a9d949ae738fc8990,William Rogers,Dr. Mark Perez Jr.,Power BI,approved
6613cd5a9d949ae738fc8993,James Porter,Melissa Oneal,Slides,pending
6613cd5a9d949ae738fc8992,Jason Phillips,Dylan Keith,AWS,pending
6613cd5a9d949ae738fc8994,Erica Harrell,Robert Farmer,Slides,pending
6613cd5a9d949ae738fc8995,Russell Chapman,Rebecca Leblanc,Angular,approved
6613cd5a9d949ae738fc8999,Amanda Jackson,Matthew Bender,Presenting,approved
6613cd5a9d949ae738fc8996,Savannah Silva,Vanessa Merritt,Alteryx,approved
6613cd5a9d949ae738fc8998,Wyatt Clark,Dana Avila,Slides,pending
6613cd5a9d949ae738fc8997,Todd Knight,Kerry Hooper,Python,approved
6613cd5a9d949ae738fc899a,Ashley Martinez,Rachel Collier,ADF,approved
6613cd5a9d949ae738fc899b,Lindsay Sanders,John Anderson,Presenting,pending
6613cd5a9d949ae738fc899d,Mary Schneider,Natalie Carr,PHP,pending
6613cd5a9d949ae738fc899c,Kathryn Richardson,Joseph Davis,Power BI,pending
6613cd5b9d949ae738fc89a1,Michael Harrison,Kathryn Moody,ADF,deny
6613cd5b9d949ae738fc899f,Tina Thomas,Derek Lee,Presenting,approved
6613cd5b9d949ae738fc89a0,Stephen Fernandez,Anna Kelly,React Native,deny
6613cd5b9d949ae738fc899e,Daniel Price,Laura Thomas,AWS Lambda,pending
6613cd5b9d949ae738fc89a4,Timothy Kelly,Eric Acevedo,Snowflake,pending
6613cd5b9d949ae738fc89a5,Alan Martin,Rachel Bailey,Slides,deny
6613cd5b9d949ae738fc89a2,Anne Jacobson,Darren Fields,Project Mgmt,pending
6613cd5b9d949ae738fc89a3,Cristian Rodriguez,Chris Lopez,Snowflake,pending
6613cd5b9d949ae738fc89a6,Joseph Franklin,Donald Meyer,AWS Lambda,approved
6613cd5b9d949ae738fc89a9,Barbara Johnson,Joseph Ryan,Python,approved
6613cd5b9d949ae738fc89a7,John Cook,Eric Barnett,ADF,pending
6613cd5b9d949ae738fc89a8,Steven Moore,Wendy Carter,Angular,approved
6613cd5b9d949ae738fc89ac,Lucas Olsen,Paul Kim,Project Mgmt,deny
6613cd5b9d949ae738fc89aa,Paul Wilkerson,Joseph Ryan,Angular,pending
6613cd5b9d949ae738fc89ab,Jason Harrison,Ryan Roberts,Project Mgmt,deny
6613cd5b9d949ae738fc89ad,Melissa Keith,Allison Tate,AWS,approved
6613cd5b9d949ae738fc89b0,Mr. Perry Miller Jr.,Laura Buck,React,deny
6613cd5b9d949ae738fc89af,Dominic Stewart,David Brown,AWS,deny
6613cd5b9d949ae738fc89ae,Tracy Cortez,Bradley Rogers,React Native,approved
6613cd5b9d949ae738fc89b1,Robert Davis,Laura Miller,React,deny
6613cd5b9d949ae738fc89b3,Samantha Floyd,Deborah Johnson,AWS,deny
6613cd5b9d949ae738fc89b4,Laurie Brooks,James English,AWS Lambda,deny
6613cd5b9d949ae738fc89b5,Brittany Harris,Daniel Evans,AWS Lambda,pending
6613cd5b9d949ae738fc89b2,Chad Cortez,Becky Rivera,Power BI,approved
6613cd5b9d949ae738fc89b6,Rebecca Johnson,Jacqueline Ramirez,React Native,approved
6613cd5b9d949ae738fc89b8,Carolyn Frost,Colleen Smith,ADF,pending
6613cd5b9d949ae738fc89b7,Brent Schneider,Lori Long,Angular,deny
6613cd5b9d949ae738fc89b9,Sarah Zuniga,Robert Walker,Python,pending
6613cd5b9d949ae738fc89bb,Andrew Brown,David Brown,Presenting,deny
6613cd5b9d949ae738fc89bc,Katherine Johnson PhD,Megan Kerr,AWS,approved
6613cd5b9d949ae738fc89ba,Nicole Griffin,Annette Crawford,ADF,approved
6613cd5b9d949ae738fc89bd,Cameron Adkins,Laurie Brooks,Angular,pending
6613cd5b9d949ae738fc89be,Donna Smith,Laura Thomas,Power BI,pending
6613cd5b9d949ae738fc89bf,Anna Joseph,Autumn Lawrence,PHP,approved
6613cd5b9d949ae738fc89c0,Nicole Villanueva,Rebecca Martinez,Alteryx,deny
6613cd5b9d949ae738fc89c1,Angel Lee,Carolyn Frost,Angular,deny
6613cd5b9d949ae738fc89c3,Stephen Fernandez,Christina Clayton,Project Mgmt,deny
6613cd5b9d949ae738fc89c2,Debbie Cline,Melissa Aguilar,AWS Lambda,approved
6613cd5b9d949ae738fc89c5,Tony Hart,Molly Howe,PHP,approved
6613cd5b9d949ae738fc89c4,Bryan Allen,Michael Adams,React Native,deny
6613cd5b9d949ae738fc89c9,Kimberly Campbell,Kelly Patel,AWS Lambda,pending
6613cd5b9d949ae738fc89c6,Gina Perez,Annette Crawford,Presenting,pending
6613cd5b9d949ae738fc89c7,Tristan Clark,Joseph Olsen,Presenting,pending
6613cd5b9d949ae738fc89c8,Jason Fernandez,Dana Watkins,Presenting,approved
6613cd5b9d949ae738fc89ca,Robin Smith,Jonathon Thompson,Presenting,deny
6613cd5b9d949ae738fc89cc,Mr. Joshua Humphrey,Robert Farmer,Project Mgmt,approved
6613cd5b9d949ae738fc89cd,Jesus Lane,Jonathan Keith,React,pending
6613cd5b9d949ae738fc89cb,Donna Powell,Mr. Joshua Humphrey,Snowflake,approved
6613cd5b9d949ae738fc89ce,Frank Elliott,Jeffery Randall,Alteryx,deny
6613cd5b9d949ae738fc89cf,Lisa Phillips,Alan Mcdonald,Project Mgmt,pending
6613cd5b9d949ae738fc89d0,Joshua Johnson,Michele Grant,Presenting,deny
6613cd5b9d949ae738fc89d1,Bryan Allen,Garrett Garcia,AWS Lambda,deny
6613cd5b9d949ae738fc89d2,David Mitchell,Michele Grant,Snowflake,approved
6613cd5b9d949ae738fc89d3,Michael Bryant,William Robertson,React,deny
6613cd5b9d949ae738fc89d4,Willie Anderson,Thomas Nelson,Presenting,approved
6613cd5b9d949ae738fc89d5,Michael Cunningham,Emily Gomez,Python,deny
6613cd5b9d949ae738fc89d7,Nicholas Parsons,Leah Thompson,Snowflake,pending
6613cd5b9d949ae738fc89d9,Jason Fernandez,Angela Goodwin,Power BI,deny
6613cd5b9d949ae738fc89d6,Shawn Sanchez,Karen Whitney,AWS,approved
6613cd5b9d949ae738fc89d8,Jeffery Moran,Sean Cooper,AWS,pending
6613cd5b9d949ae738fc89da,Emily Pitts,Mary Thompson,AWS Lambda,pending
6613cd5b9d949ae738fc89db,Michael Bartlett,Michelle Perry,Project Mgmt,approved
6613cd5b9d949ae738fc89dc,Megan Rios,Michelle Lewis,Project Mgmt,pending
6613cd5b9d949ae738fc89dd,Ashley Martinez,Kathy Black,AWS Lambda,approved
6613cd5b9d949ae738fc89e0,Laura Trujillo,Norman Hernandez,Python,deny
6613cd5b9d949ae738fc89de,Thomas Shields,Casey Callahan,Snowflake,pending
6613cd5b9d949ae738fc89df,Miranda Davis,Anne Jacobson,Python,approved
6613cd5b9d949ae738fc89e1,Jennifer Arellano,Angela Moody,AWS Lambda,approved
6613cd5b9d949ae738fc89e2,Teresa Rodgers,Keith Mccoy,AWS,approved
6613cd5b9d949ae738fc89e3,Caroline Brown,Jessica Stokes,Snowflake,deny
6613cd5b9d949ae738fc89e4,Kathryn Richardson,Russell Daniels,React Native,approved
6613cd5b9d949ae738fc89e5,Kaitlyn Daniels,Kyle Johnson,React Native,deny
6613cd5b9d949ae738fc89e6,Jack Hart,Joshua Huber,Snowflake,pending
6613cd5b9d949ae738fc89e7,Beverly Guzman,Mrs. Jade Manning DVM,Project Mgmt,pending
6613cd5b9d949ae738fc89e9,Katherine Salinas,Miguel Velazquez,Angular,pending
6613cd5b9d949ae738fc89e8,Kristin Arnold,Rebekah Williams,Power BI,deny
6613cd5b9d949ae738fc89ec,Amy Guerra,Christine Whitaker,Project Mgmt,approved
6613cd5b9d949ae738fc89ea,David Mitchell,Debbie Cline,Python,pending
6613cd5b9d949ae738fc89ed,Valerie Simpson,Miguel Velazquez,Angular,pending
6613cd5b9d949ae738fc89eb,Jeffrey Rubio,Joanne Leonard,Angular,approved
6613cd5c9d949ae738fc89f0,Glenn Carrillo,Kristina Mitchell,Presenting,pending
6613cd5c9d949ae738fc89ef,Crystal Davis,Adam Norris,Angular,approved
6613cd5c9d949ae738fc89ee,Kelly King,Russell Daniels,Project Mgmt,approved
6613cd5c9d949ae738fc89f1,Crystal Young,Garrett Garcia,Presenting,approved
6613cd5c9d949ae738fc89f3,Timothy Miller,Lori Acevedo,Snowflake,approved
6613cd5c9d949ae738fc89f4,Barry Taylor,Bradley Alexander,React Native,approved
6613cd5c9d949ae738fc89f5,Natalie Hart,Nicole Griffin,AWS Lambda,deny
6613cd5c9d949ae738fc89f2,Gina Hoover,Keith Schultz,Slides,approved
6613cd5c9d949ae738fc89f6,Ryan Kelly,Caroline Brown,Angular,pending
6613cd5c9d949ae738fc89f8,Alexis Simon,Michelle Burns,Angular,pending
6613cd5c9d949ae738fc89f7,Rebecca Johnson,Morgan Patton,AWS,deny
6613cd5c9d949ae738fc89f9,Christopher Craig,Wendy Carter,Python,deny
6613cd5c9d949ae738fc89fa,Olivia Taylor,Stephen Gill,AWS,deny
6613cd5c9d949ae738fc89fb,Mrs. Jade Manning DVM,John Becker,Angular,pending
6613cd5c9d949ae738fc89fc,Damon Moyer,Teresa Rodgers,Snowflake,pending
6613cd5c9d949ae738fc89fd,Steven Walker,Emily Reeves,PHP,pending
6613cd5c9d949ae738fc89ff,Leonard Burke,David Carr,Python,approved
6613cd5c9d949ae738fc8a00,Johnny Matthews,Kristen Edwards,Slides,pending
6613cd5c9d949ae738fc89fe,Leah Thompson,Eric Coleman,Angular,pending
6613cd5c9d949ae738fc8a01,Joshua Charles,Tony Moore,PHP,deny
6613cd5c9d949ae738fc8a02,Cynthia Thompson,Maurice Carter,AWS,pending
6613cd5c9d949ae738fc8a03,Lori Acevedo,Dalton Ritter,React Native,pending
6613cd5c9d949ae738fc8a04,Donald Summers,Sarah Zuniga,React Native,deny
6613cd5c9d949ae738fc8a05,Douglas Garrison,Daniel Price,Project Mgmt,pending
6613cd5c9d949ae738fc8a09,Steven Velez DVM,Howard Young,Project Mgmt,pending
6613cd5c9d949ae738fc8a08,Nicholas Shaw,Jose Hernandez,Presenting,deny
6613cd5c9d949ae738fc8a06,Thomas Lucero,Donald Finley,Snowflake,deny
6613cd5c9d949ae738fc8a07,James Malone,Jonathan Sanders,Project Mgmt,approved
6613cd5c9d949ae738fc8a0b,Chelsea Hall,James Foley,Alteryx,approved
6613cd5c9d949ae738fc8a0d,Kara Fisher,Christopher Craig,Python,pending
6613cd5c9d949ae738fc8a0a,Eric Acevedo,Tom Harris,Snowflake,pending
6613cd5c9d949ae738fc8a0c,Mr. Tyler Houston,Miss Amy Fields MD,Power BI,approved
6613cd5c9d949ae738fc8a0f,Gary Turner,Donna Jones,ADF,approved
6613cd5c9d949ae738fc8a0e,Miranda Davis,Charles Scott,Power BI,deny
6613cd5c9d949ae738fc8a10,Michelle Harrison,Cindy Wilson,Python,approved
6613cd5c9d949ae738fc8a11,Todd Day,Derek Bond,ADF,approved
6613cd5c9d949ae738fc8a15,Thomas Nelson,Zachary Jones,AWS Lambda,approved
6613cd5c9d949ae738fc8a13,Richard Tran,Mr. Anthony Miller,Snowflake,approved
6613cd5c9d949ae738fc8a14,Pamela Miller,Eddie Sanchez,Snowflake,deny
6613cd5c9d949ae738fc8a12,Kelly Gilbert,Rodney Dyer,Alteryx,deny
6613cd5c9d949ae738fc8a18,Michael Cunningham,William Obrien,Snowflake,approved
6613cd5c9d949ae738fc8a17,Ian Mccullough,Melissa Fry,React Native,deny
6613cd5c9d949ae738fc8a19,Mary Glover,Alicia Torres,Power BI,pending
6613cd5c9d949ae738fc8a16,Micheal White,Amy Watson,Slides,deny
6613cd5c9d949ae738fc8a1d,Russell Chapman,Thomas Greer,Python,approved
6613cd5c9d949ae738fc8a1c,Angela Moody,Scott Morris,PHP,approved
6613cd5c9d949ae738fc8a1a,Lindsey Peters,Dalton Evans,React,deny
6613cd5c9d949ae738fc8a1b,Nathaniel Garcia,Jamie Ramos,Alteryx,approved
6613cd5c9d949ae738fc8a21,Douglas Reynolds,Michael Burnett,React,deny
6613cd5c9d949ae738fc8a1e,Nicole Griffin,Joseph Olsen,Snowflake,deny
6613cd5c9d949ae738fc8a1f,Tracey Guerrero,Bryan Ferrell,Slides,pending
6613cd5c9d949ae738fc8a20,Stephanie Lopez,Dawn Stewart,AWS Lambda,deny
6613cd5c9d949ae738fc8a23,Loretta Huynh DVM,Ricky Lopez,React Native,deny
6613cd5c9d949ae738fc8a22,Alexis Ryan,Sara Mueller,ADF,approved
6613cd5c9d949ae738fc8a24,Timothy Kelly,Alicia Torres,React Native,approved
6613cd5c9d949ae738fc8a25,Leslie Chandler,Michelle Phillips,Presenting,deny
6613cd5c9d949ae738fc8a26,Maria Graham,Gary Howe,Slides,pending
6613cd5c9d949ae738fc8a29,Jared Andrews,Jason Mercado,Alteryx,approved
6613cd5c9d949ae738fc8a27,Destiny Haney,Micheal White,Snowflake,approved
6613cd5c9d949ae738fc8a28,Keith Schultz,David Hill,Alteryx,deny
6613cd5c9d949ae738fc8a2c,Michael Donovan,Suzanne Brennan DDS,Presenting,pending
6613cd5c9d949ae738fc8a2a,Phillip Lawrence,Jennifer Martin,Project Mgmt,deny
6613cd5c9d949ae738fc8a2b,Lindsey Peters,Toni Welch,Project Mgmt,deny
6613cd5c9d949ae738fc8a2d,Ellen Smith,Donald Chapman,Project Mgmt,pending
6613cd5c9d949ae738fc8a31,Wayne Hill,Donald Bradford,Project Mgmt,pending
6613cd5c9d949ae738fc8a2f,Steven Hill,Phillip Roman,Power BI,pending
6613cd5c9d949ae738fc8a30,Derek Ewing,Mrs. Jill Romero,Snowflake,deny
6613cd5c9d949ae738fc8a2e,Miguel Velazquez,Anna Joseph,Presenting,pending
6613cd5c9d949ae738fc8a33,Cynthia Kelley,Thomas Shields,Presenting,deny
6613cd5c9d949ae738fc8a32,Emily Gomez,Anthony White,ADF,deny
6613cd5c9d949ae738fc8a34,Kelsey Foster,Drew Rogers,Snowflake,deny
6613cd5c9d949ae738fc8a35,Daniel Johns,Tommy Young,AWS Lambda,pending
6613cd5c9d949ae738fc8a36,Tamara White,Erica Price,Python,approved
6613cd5c9d949ae738fc8a39,Scott Anderson,Teresa Rodgers,PHP,pending
6613cd5c9d949ae738fc8a37,William Willis,Megan Kerr,React Native,pending
6613cd5c9d949ae738fc8a38,Jared Andrews,John Santiago,PHP,approved
6613cd5c9d949ae738fc8a3c,Paul Nichols,Dennis Gallegos,React Native,pending
6613cd5c9d949ae738fc8a3b,Jane Gutierrez,Frank Snow,Snowflake,deny
6613cd5c9d949ae738fc8a3d,Nicholas Dawson,Derek Ewing,PHP,approved
6613cd5c9d949ae738fc8a3a,Hannah Hernandez,Keith Schultz,React Native,pending
6613cd5d9d949ae738fc8a3e,Cindy Wilson,Russell Brown,Angular,approved
6613cd5d9d949ae738fc8a3f,Kathryn Henry,Robert Ryan,PHP,deny
6613cd5d9d949ae738fc8a40,Alexander Garcia,Jonathan Butler,AWS Lambda,approved
6613cd5d9d949ae738fc8a41,Mike Howard,Trevor Bennett,Python,approved
6613cd5d9d949ae738fc8a42,Dawn Lee,Kelly Saunders,Alteryx,approved
6613cd5d9d949ae738fc8a43,Gabrielle Martin,Dawn Lee,ADF,approved
6613cd5d9d949ae738fc8a45,Ryan Brown,Karen Levine,Presenting,pending
6613cd5d9d949ae738fc8a44,Scott Carlson,Kimberly Moore,Slides,approved
6613cd5d9d949ae738fc8a48,Nicholas Oneill,Dr. Emily Parsons,PHP,deny
6613cd5d9d949ae738fc8a49,Wyatt Clark,Christopher Barajas,AWS,deny
6613cd5d9d949ae738fc8a46,Jessica Rodriguez,Dr. Emily Parsons,Angular,pending
6613cd5d9d949ae738fc8a47,Jennifer Wang,Angela Hunter,Angular,approved
6613cd5d9d949ae738fc8a4c,Danielle Bonilla,Jessica Rodriguez,Angular,approved
6613cd5d9d949ae738fc8a4a,Erin Munoz,Deborah Abbott,Python,deny
6613cd5d9d949ae738fc8a4d,Sarah Price,Miranda Davis,Angular,approved
6613cd5d9d949ae738fc8a4b,Anna Kelly,Laura Thompson,Snowflake,pending
6613cd5d9d949ae738fc8a4f,Tina Thomas,Philip Hoffman,React Native,pending
6613cd5d9d949ae738fc8a51,Anthony Morris,Jason Phillips,Snowflake,pending
6613cd5d9d949ae738fc8a4e,Dennis Gallegos,Donna Powell,Snowflake,deny
6613cd5d9d949ae738fc8a50,Andrew Brown,Sarah Price,PHP,deny
6613cd5d9d949ae738fc8a54,Jonathan Anderson,Blake Richards,Project Mgmt,pending
6613cd5d9d949ae738fc8a52,Andrew Smith,Jordan Schwartz,Slides,pending
6613cd5d9d949ae738fc8a53,Nicholas Prince,Tina Gray,Slides,approved
6613cd5d9d949ae738fc8a55,Sara Hernandez,Angela Moody,AWS Lambda,approved
6613cd5d9d949ae738fc8a58,Joseph Mathis,Christopher Smith,Slides,approved
6613cd5d9d949ae738fc8a56,Christopher Crosby,Jacob Kramer,Python,deny
6613cd5d9d949ae738fc8a57,Melissa Aguilar,James Thomas,React,deny
6613cd5d9d949ae738fc8a59,Teresa Rodgers,Michelle Lewis,Slides,deny
6613cd5d9d949ae738fc8a5a,Jerry Newman,Shawn Sanchez,Python,deny
6613cd5d9d949ae738fc8a5b,James Owen Jr.,Michael Schaefer,Angular,deny
6613cd5d9d949ae738fc8a5c,Melody Hall,Kristin Kim,AWS,deny
6613cd5d9d949ae738fc8a5d,Michele Grant,Kelly Saunders,AWS,pending
6613cd5d9d949ae738fc8a5e,Angela Hunter,Latoya Garrett,Presenting,approved
6613cd5d9d949ae738fc8a60,Amy Zhang,Tamara Moore,Slides,pending
6613cd5d9d949ae738fc8a61,Kevin Nolan,Frank Elliott,Alteryx,approved
6613cd5d9d949ae738fc8a5f,Ronald Delgado,Patrick Weaver,Power BI,approved
6613cd5d9d949ae738fc8a64,Mr. Perry Miller Jr.,Michelle Perez,Project Mgmt,deny
6613cd5d9d949ae738fc8a63,Steven Davis,Donald Summers,Presenting,approved
6613cd5d9d949ae738fc8a65,Morgan Patton,Kathleen Hudson,Angular,deny
6613cd5d9d949ae738fc8a62,Melissa Woods,Corey Malone,Angular,deny
6613cd5d9d949ae738fc8a67,Frank Elliott,Vanessa Moran,AWS,approved
6613cd5d9d949ae738fc8a68,Kristin Arnold,Gary Combs,Snowflake,pending
6613cd5d9d949ae738fc8a66,David Green,Keith Bates,Alteryx,deny
6613cd5d9d949ae738fc8a69,Jonathan Anderson,Derek Ewing,React Native,deny
6613cd5d9d949ae738fc8a6a,Mr. Perry Miller Jr.,Brian Perry,Snowflake,approved
6613cd5d9d949ae738fc8a6c,Amy Watson,Sharon Wiggins,Slides,pending
6613cd5d9d949ae738fc8a6d,Jeffrey Lee,Nathan Woods,Python,pending
6613cd5d9d949ae738fc8a6b,Michael Donovan,Jennifer Palmer,Python,pending
6613cd5d9d949ae738fc8a6f,Cynthia Hernandez,Scott Lopez,AWS,pending
6613cd5d9d949ae738fc8a71,Joseph Mathis,Andrew Brennan,React,approved
6613cd5d9d949ae738fc8a6e,Crystal Wood,Ellen Smith,Power BI,approved
6613cd5d9d949ae738fc8a70,Kimberly Stafford,Kayla Zavala,Python,pending
6613cd5d9d949ae738fc8a72,Tristan Clark,Donna Powell,AWS Lambda,deny
6613cd5d9d949ae738fc8a75,Samuel Chapman,Melissa Keith,React Native,approved
6613cd5d9d949ae738fc8a73,Mr. Tyler Houston,Zachary Jones,Python,deny
6613cd5d9d949ae738fc8a74,Brian Heath MD,Dana Watkins,Slides,pending
6613cd5d9d949ae738fc8a77,Donald Meyer,Dakota Browning,React Native,approved
6613cd5d9d949ae738fc8a79,Cynthia Hernandez,John Anderson,Python,approved
6613cd5d9d949ae738fc8a76,Mr. Jonathan Gray,Kyle Johnson,React,pending
6613cd5d9d949ae738fc8a78,Brooke Heath,Michael Bartlett,Snowflake,deny
6613cd5d9d949ae738fc8a7d,Curtis Thompson,Paula Mccormick,Power BI,pending
6613cd5d9d949ae738fc8a7a,Trevor Bennett,Erica Wallace,Angular,deny
6613cd5d9d949ae738fc8a7b,Zachary Nguyen,Theresa Fischer,Project Mgmt,approved
6613cd5d9d949ae738fc8a7c,Dominique Gonzales,Kevin Hall,Snowflake,approved
6613cd5d9d949ae738fc8a7e,Dennis Gallegos,Marcus Morris,AWS,pending
6613cd5d9d949ae738fc8a80,David Watson,Nicholas Smith,React Native,deny
6613cd5d9d949ae738fc8a81,Donald Summers,Johnny Matthews,React Native,approved
6613cd5d9d949ae738fc8a7f,Lauren Anderson,Samuel Nixon,AWS,pending
6613cd5d9d949ae738fc8a84,Michael Harrison,Lisa Phillips,Project Mgmt,approved
6613cd5d9d949ae738fc8a82,Timothy Jones,Kyle Allen,AWS Lambda,deny
6613cd5d9d949ae738fc8a83,John Bailey,Patrick Weaver,Project Mgmt,deny
6613cd5d9d949ae738fc8a85,Danny Small,Charles Scott,Slides,pending
6613cd5d9d949ae738fc8a88,Molly Howe,Chad Cortez,Alteryx,approved
6613cd5d9d949ae738fc8a89,James Malone,Michael Adams,Snowflake,approved
6613cd5d9d949ae738fc8a86,Douglas Campbell,Terri Herrera,Python,pending
6613cd5d9d949ae738fc8a87,Amanda Jackson,Laura Trujillo,PHP,approved
6613cd5d9d949ae738fc8a8c,Brad Lynch,Kimberly Taylor,Power BI,deny
6613cd5d9d949ae738fc8a8a,David Marsh,Brady Davidson,React Native,pending
6613cd5d9d949ae738fc8a8b,Glenn Carrillo,Latoya Garrett,PHP,deny
6613cd5d9d949ae738fc8a8d,Jack Love,Kelly Edwards,React Native,deny
6613cd5d9d949ae738fc8a91,Sandra Williams,Matthew Turner,Presenting,deny
6613cd5d9d949ae738fc8a8e,Christina Clayton,Adam Norris,PHP,pending
